pixels	vol_theo	vol_num	a_theo	a_faces	a_marching	a_conv_marching	a_porespy	a_gradient	a_conv_gradient	a_gradient_GPU	t_faces	t_marching	t_conv_marching	t_porespy	t_gradient	t_conv_gradient	t_gradient_GPU	con_s_side	con_s_edge	con_s_corner	con_p_side	con_p_edge	con_p_corner	tau_solid	tau_pore
19	0.740480489693061	0.7350925790931623	0.3306939635357677	0.4589104503393173	0.3035127489885552	0.22733834680028064	0.46397525149438695	0.27502748064650584	0.21089150867853	0.2750274929608908	0.0009398460388183594	0.0015306472778320312	0.0013370513916015625	0.018492698669433594	0.0004203319549560547	0.00023508071899414062	0.0003800392150878906	1.0	1.0	1.0	1.0	1.0	1.0	2.9671061038970947	2.799781322479248
20	0.740480489693061	0.736	0.31415926535897937	0.49263158440589905	0.3263927001953125	0.21639788818359376	0.4454364929199219	0.2609875192789789	0.20295973764757907	0.2609875183105469	0.001001596450805664	0.0018074512481689453	0.0013306140899658203	0.018631696701049805	0.0004100799560546875	0.00024771690368652344	0.0003762245178222656	0.0	1.0	1.0	1.0	1.0	1.0	0.0	3.139294385910034
21	0.7404804896930611	0.733614080552856	0.2991993003418851	0.408843532204628	0.27791003709271406	0.21158250471567594	0.4287644791919744	0.2568507585451467	0.20002520007388966	0.2568507530740471	0.0010771751403808594	0.0017962455749511719	0.0016303062438964844	0.01886153221130371	0.00042891502380371094	0.00026869773864746094	0.00037860870361328125	1.0	1.0	1.0	1.0	1.0	1.0	2.8968725204467773	2.836069345474243
22	0.7404804896930611	0.7152516904583021	0.28559933214452665	0.44391971826553345	0.2885651620682875	0.20640787515848047	0.4130064221273948	0.25289188443188093	0.2009234376629932	0.2528918787198887	0.0011565685272216797	0.0022215843200683594	0.0017805099487304688	0.019114017486572266	0.0003952980041503906	0.0002818107604980469	0.00037741661071777344	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.462984085083008
23	0.7404804896930609	0.7390482452535547	0.2731819698773733	0.3861488252878189	0.26053131597636026	0.19537305859342896	0.39380839951302704	0.23879283690489794	0.18881518548546883	0.23879284771307635	0.0012369155883789062	0.0022094249725341797	0.0019428730010986328	0.019406557083129883	0.0003952980041503906	0.000308990478515625	0.00038552284240722656	1.0	1.0	1.0	1.0	1.0	1.0	3.170393705368042	2.681035041809082
24	0.7404804896930614	0.7268518518518519	0.2617993877991495	0.3913043439388275	0.2665360415423358	0.1827187008327908	0.3719495843957972	0.21984600823478728	0.18139974921190744	0.21984601903844764	0.0013070106506347656	0.0024597644805908203	0.0018787384033203125	0.019516944885253906	0.0004515647888183594	0.00032711029052734375	0.00037598609924316406	0.0	1.0	1.0	1.0	1.0	1.0	0.0	2.596418619155884
25	0.740480489693061	0.735616	0.25132741228718347	0.357199989259243	0.2408469375	0.184892453125	0.3667804375	0.22203826457174505	0.17982848892350717	0.22203828125	0.00144195556640625	0.002599477767944336	0.0023648738861083984	0.020199060440063477	0.0004546642303466797	0.0003514289855957031	0.0003814697265625	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
50	0.740480489693061	0.73216	0.12566370614359174	0.18964898586273193	0.131824515625	0.1060156875	0.19847596875	0.12404371872631377	0.10857721214315061	0.12404371875	0.005912303924560547	0.01199960708618164	0.010975837707519531	0.03565406799316406	0.001379251480102539	0.0017714500427246094	0.0008006095886230469	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.9894299507141113
51	0.7404804896930609	0.7379665437878342	0.12319971190548208	0.17923875153064728	0.12440738231807524	0.10504080314603735	0.19542257502770427	0.12080459875551817	0.10578059889769596	0.1208045969192656	0.0037631988525390625	0.011790275573730469	0.011800289154052734	0.03664970397949219	0.0015387535095214844	0.0018754005432128906	0.00045013427734375	1.0	1.0	1.0	1.0	1.0	1.0	4.289058208465576	1.9963654279708862
100	0.740480489693061	0.740032	0.06283185307179587	0.0947393886744976	0.06707046875	0.057159359375	0.1039258515625	0.06477357013047172	0.058671316023491696	0.06477356640625	0.021405696868896484	0.0582120418548584	0.05918765068054199	0.11504077911376953	0.014023065567016602	0.018484115600585938	0.0005972385406494141	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.8163295984268188
101	0.7404804896930611	0.7404049884451243	0.06220975551662958	0.09169101342558861	0.0649871903332133	0.05732401714401908	0.10366768728264847	0.06418760135554606	0.05799893365530182	0.06418759845423813	0.01850271224975586	0.05784177780151367	0.05897092819213867	0.1186983585357666	0.013130903244018555	0.016703128814697266	0.0004935264587402344	1.0	1.0	1.0	1.0	1.0	1.0	-19.907007217407227	1.813828468322754
200	0.740480489693061	0.740348	0.031415926535897934	0.047372862696647644	0.03388327734375	0.030036462890625	0.05355163671875	0.03328218242794496	0.03064315712570512	0.0332821796875	0.17429494857788086	0.2802236080169678	0.33161377906799316	0.5007686614990234	0.13387608528137207	0.1818082332611084	0.0024034976959228516	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.7170932292938232
201	0.7404804896930612	0.7402873260242684	0.0312596283939283	0.04649662133306265	0.0333020340797436	0.03019864424135603	0.053556950403055144	0.03312996751497137	0.03051373035259822	0.03312996784351306	0.17013168334960938	0.2775123119354248	0.3326835632324219	0.5048673152923584	0.13558411598205566	0.18370819091796875	0.002122163772583008	1.0	1.0	1.0	1.0	1.0	1.0	-7.569298267364502	1.715141773223877
300	0.7404804896930609	0.7404456296296297	0.020943951023931956	0.0315041234716773	0.022646134259259258	0.02039048148148148	0.03606753703703704	0.022376371542570488	0.02073057789532033	0.02237637037037037	0.5920262336730957	0.6999132633209229	0.9180207252502441	1.3448340892791748	0.43393397331237793	0.5951693058013916	0.006804227828979492	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.6834146976470947
301	0.7404804896930612	0.7404823184976543	0.020874369791294308	0.031115110963582993	0.022375700018125548	0.020465841502633156	0.036085287849492026	0.02229803084186755	0.020658318432716306	0.022298030233764553	0.6227531433105469	0.6929676532745361	0.9151837825775146	1.3385801315307617	0.43564295768737793	0.6000304222106934	0.00663447380065918	1.0	1.0	1.0	1.0	1.0	1.0	-204.09622192382812	1.686021327972412
400	0.740480489693061	0.740393	0.015707963267948967	0.02360300626605749	0.017004111328125	0.0154521328125	0.027210033203125	0.016859072764432773	0.015668245722796587	0.01685907421875	1.4410839080810547	1.4110774993896484	1.97871732711792	2.81773042678833	1.0574066638946533	1.3956003189086914	0.01541447639465332	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.674664855003357
