pixels	vol_theo	vol_num	a_theo	a_faces	a_marching	a_conv_marching	a_porespy	a_gradient	a_conv_gradient	t_faces	t_marching	t_conv_marching	t_porespy	t_gradient	t_conv_gradient	con_s_side	con_s_edge	con_s_corner	con_p_side	con_p_edge	con_p_corner	tau_solid	tau_pore
8	0.9273781715908982	0.875	0.38785094488762883	0.6428571492433548	0.16664919257164001	0.024270804598927498	0.6444176435470581	0.37234573467065923	0.2085240598459337	0.0011782646179199219	0.00044035911560058594	0.000400543212890625	0.03987598419189453	0.0003476142883300781	0.0005128383636474609	1.0	1.0	1.0	0.0	0.0	1.0	1.2387022972106934	0.0
9	0.9273781715908981	0.9108367626886146	0.34475639545567016	0.34259258955717087	0.13650252102824395	0.055107901616351596	0.6068864149975352	0.21796812891461267	0.15896920601777254	0.0009057521820068359	0.0003476142883300781	0.0003495216369628906	0.038231849670410156	0.00033402442932128906	0.0004825592041015625	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
10	0.9273781715908982	0.928	0.3102807559101031	0.3733333423733711	0.0991807861328125	0.01242665672302246	0.5350440673828125	0.2349282032302755	0.11181880375472027	0.0009448528289794922	0.0003676414489746094	0.00032711029052734375	0.04456925392150879	0.0006167888641357422	0.0002720355987548828	1.0	1.0	1.0	0.0	0.0	1.0	1.1106361150741577	0.0
11	0.9273781715908981	0.9045830202854996	0.28207341446373	0.40165288746356964	0.18279657858283246	0.03628690219480771	0.5091330788352273	0.2342317744057763	0.15154360095107605	0.0008478164672851562	0.0005002021789550781	0.00037384033203125	0.0331723690032959	0.0006480216979980469	0.0002758502960205078	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
12	0.9273781715908981	0.8888888888888888	0.2585672965917525	0.4848484843969345	0.2316130178946036	0.03279810923117178	0.4808995282208478	0.23491099108223515	0.13842597972736093	0.0011241436004638672	0.0006601810455322266	0.00045943260192871094	0.0328984260559082	0.0006701946258544922	0.00028014183044433594	1.0	1.0	1.0	0.0	0.0	1.0	1.2654064893722534	0.0
13	0.9273781715908984	0.9148839326354119	0.23867750454623315	0.29881656914949417	0.12673932137573965	0.05530851951880405	0.4405628702669834	0.17023280508594227	0.10994699183011336	0.0010271072387695312	0.0004973411560058594	0.00045990943908691406	0.037487030029296875	0.00038433074951171875	0.0004532337188720703	1.0	1.0	1.0	0.0	0.0	1.0	1.1230612993240356	0.0
14	0.927378171590898	0.8746355685131195	0.22162911136435928	0.3202511742711067	0.16115211953922193	0.08417809044306897	0.42800164848305394	0.1875850957282495	0.15528661355367235	0.0016422271728515625	0.0010368824005126953	0.0007741451263427734	0.042493343353271484	0.0006253719329833984	0.00031566619873046875	1.0	1.0	1.0	0.0	0.0	1.0	1.1659120321273804	0.0
15	0.9273781715908982	0.9137777777777778	0.20685383727340195	0.27619048207998276	0.1569285662615741	0.048767338505497686	0.3878161892361111	0.15876824800691478	0.11245614028667138	0.001589059829711914	0.0008339881896972656	0.0005512237548828125	0.0312345027923584	0.0006556510925292969	0.00033926963806152344	1.0	1.0	1.0	0.0	0.0	1.0	1.126049280166626	0.0
16	0.9273781715908982	0.921875	0.19392547244381442	0.20000001043081284	0.08609186112880707	0.04976223409175873	0.36532700061798096	0.12385446211819157	0.09745267288204884	0.0012340545654296875	0.0006053447723388672	0.0005290508270263672	0.03974580764770508	0.0005803108215332031	0.0003516674041748047	1.0	1.0	1.0	0.0	0.0	1.0	1.0877116918563843	0.0
17	0.9273781715908979	0.9187868919193976	0.18251809171182523	0.25562283396720886	0.1347623452765622	0.044403917843325424	0.34275982167845515	0.14077858557373255	0.09870276123644631	0.0013425350189208984	0.001237630844116211	0.0006368160247802734	0.04104304313659668	0.0007069110870361328	0.0005152225494384766	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0
18	0.9273781715908981	0.9190672153635117	0.17237819772783508	0.2527233213186264	0.16019043052474494	0.045963156533993486	0.33527038323045266	0.14430465609786092	0.10163464512340237	0.0018985271453857422	0.0016355514526367188	0.0010457038879394531	0.0419919490814209	0.0006625652313232422	0.0006225109100341797	1.0	1.0	1.0	0.0	0.0	1.0	1.1291661262512207	0.0
19	0.927378171590898	0.9292899839626768	0.16330566100531738	0.17082178965210915	0.09133872424118858	0.04269680140542991	0.314473912013413	0.10645293637243014	0.08090197907641646	0.0014226436614990234	0.0008234977722167969	0.000667572021484375	0.0310060977935791	0.0008237361907958984	0.0004596710205078125	1.0	1.0	1.0	0.0	0.0	1.0	1.0851131677627563	0.0
20	0.9273781715908982	0.92	0.15514037795505156	0.2652631625533104	0.15172470092773438	0.03761431884765625	0.30248260498046875	0.1285821416483318	0.09081944665849577	0.0013611316680908203	0.00119781494140625	0.0007259845733642578	0.040660858154296875	0.00060272216796875	0.0004475116729736328	1.0	1.0	1.0	0.0	0.0	1.0	1.189926266670227	0.0
21	0.9273781715908982	0.9230104740308822	0.14775274090957288	0.19387755542993546	0.12011035968206728	0.060080448039831015	0.3067677436798132	0.11227056229896201	0.08597460083647719	0.0013322830200195312	0.0010945796966552734	0.0008535385131835938	0.03644680976867676	0.0007374286651611328	0.0007228851318359375	1.0	1.0	1.0	0.0	0.0	1.0	1.1176093816757202	0.0
22	0.9273781715908981	0.898572501878287	0.141036707231865	0.2408500537276268	0.1870404937767069	0.0685294285293453	0.2970677812147821	0.14872794163659667	0.1048613658326527	0.0013904571533203125	0.0019321441650390625	0.0013725757598876953	0.04225325584411621	0.0007884502410888672	0.0007879734039306641	1.0	1.0	1.0	0.0	1.0	1.0	1.1638498306274414	0.0
23	0.927378171590898	0.9269335086709953	0.13490467648265347	0.1675545573234558	0.10448825460261363	0.043528937055020755	0.2686241753757603	0.09938541965468506	0.07494465942767523	0.0018115043640136719	0.0011551380157470703	0.0007860660552978516	0.04345250129699707	0.0007574558258056641	0.0008561611175537109	1.0	1.0	1.0	0.0	0.0	1.0	1.0998210906982422	0.0
24	0.9273781715908981	0.9143518518518519	0.12928364829587624	0.1666666679084301	0.11082917672616464	0.056565699753937895	0.2693398087112992	0.10332163317715867	0.082780517278448	0.0016200542449951172	0.0015032291412353516	0.0010571479797363281	0.0369565486907959	0.0007584095001220703	0.0008838176727294922	1.0	1.0	1.0	0.0	0.0	1.0	1.1047338247299194	0.0
25	0.9273781715908982	0.92544	0.12411230236404118	0.16520000249147415	0.12285703125	0.0516392265625	0.2593899375	0.10001005652394589	0.07483894389871688	0.002325773239135742	0.002012491226196289	0.0011944770812988281	0.03889179229736328	0.0007412433624267578	0.0008640289306640625	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0
50	0.9273781715908982	0.925568	0.06205615118202059	0.09600000455975533	0.0736111328125	0.04416073828125	0.150220953125	0.05952397243338521	0.04791811161356253	0.0034737586975097656	0.0065691471099853516	0.0055980682373046875	0.046170949935913086	0.002469301223754883	0.005128383636474609	1.0	1.0	1.0	0.0	1.0	1.0	1.1126718521118164	0.0
51	0.9273781715908982	0.9265214736413596	0.06083936390394177	0.08475201576948166	0.06237495824334155	0.04720918946262184	0.15126985590949182	0.0576958295497584	0.04753608548214224	0.0038499832153320312	0.006063222885131836	0.0066070556640625	0.043755531311035156	0.002462625503540039	0.004532814025878906	1.0	1.0	1.0	0.7932697240176464	1.0	1.0	1.0979031324386597	13.213699340820312
100	0.9273781715908982	0.926944	0.031028075591010295	0.04586666543036699	0.0345168671875	0.027702783203125	0.0811606171875	0.03188276092768794	0.027850387593249457	0.03429770469665527	0.03623676300048828	0.03964972496032715	0.10465216636657715	0.024834156036376953	0.03224515914916992	1.0	1.0	1.0	1.0	1.0	1.0	1.0959804058074951	7.303438186645508
101	0.9273781715908981	0.9270300620886518	0.030720866921792378	0.04350750055164099	0.03222247066633926	0.027192451677956246	0.08014975720687449	0.0310166114900431	0.027442917203980063	0.03599691390991211	0.04309868812561035	0.04232048988342285	0.11443209648132324	0.02246379852294922	0.03763222694396973	1.0	1.0	1.0	1.0	1.0	1.0	1.0905481576919556	6.78156042098999
200	0.9273781715908982	0.927408	0.015514037795505147	0.022745728958398104	0.017031001953125	0.0146653076171875	0.0414872421875	0.016333232943759896	0.014833173160973696	0.30699825286865234	0.19090986251831055	0.2908742427825928	0.5142316818237305	0.21586966514587402	0.2797691822052002	1.0	1.0	1.0	1.0	1.0	1.0	1.089031457901001	-25.998506546020508
201	0.9273781715908981	0.927281860049521	0.015436853527865821	0.02209326485171914	0.016453159916981513	0.014614379757729754	0.04128768455684499	0.0161434854443519	0.014734739619897231	0.3278629779815674	0.4226963520050049	0.5348634719848633	0.6844205856323242	0.30712437629699707	0.33783459663391113	1.0	1.0	1.0	1.0	1.0	1.0	1.0862990617752075	-32.029151916503906
300	0.9273781715908981	0.927405037037037	0.0103426918636701	0.015122407581657171	0.011318395833333333	0.010035938657407407	0.02794057175925926	0.01102686878296112	0.01012916929424658	1.2558667659759521	0.7566170692443848	1.0706984996795654	1.5223908424377441	0.6878001689910889	0.9935212135314941	1.0	1.0	1.0	1.0	1.0	1.0	1.086199402809143	22.344520568847656
301	0.9273781715908981	0.9273794070830297	0.010308330761132991	0.014838909264653921	0.011066155505826522	0.010006706644932634	0.027844406845963763	0.010938841700395852	0.010072526140290961	1.0703439712524414	0.7128615379333496	0.9804799556732178	1.5249533653259277	0.6944589614868164	0.9514939785003662	1.0	1.0	1.0	1.0	1.0	1.0	1.084523320198059	22.822513580322266
400	0.9273781715908982	0.9273605	0.007757018897752574	0.011350375832989812	0.0084929794921875	0.00761615771484375	0.021050326171875	0.00831937250960209	0.007684643408256354	2.994922637939453	1.5846896171569824	2.3500285148620605	4.177937984466553	2.0980045795440674	2.788219928741455	1.0	1.0	1.0	1.0	1.0	1.0	1.085742712020874	-49.30276107788086
401	0.9273781715908982	0.9273621314838724	0.00773767471097514	0.011170173296704888	0.00833970198538951	0.007599499813907002	0.020998637649444526	0.008266171807023017	0.007647951541020321	2.6483545303344727	1.448955774307251	2.1114249229431152	3.26435923576355	1.6357593536376953	2.2435872554779053	1.0	1.0	1.0	1.0	1.0	1.0	1.0843232870101929	4.758869171142578
