# bins	 distribution
0.030000	0.000000
0.090000	0.000000
0.150000	11.111111
0.210000	5.555556
0.270000	0.000000
0.330000	0.000000
0.390000	0.000000
0.450000	0.000000
0.510000	0.000000
0.570000	0.000000
0.630000	0.000000
0.690000	0.000000
0.750000	0.000000
0.810000	0.000000
0.870000	0.000000
0.930000	0.000000
0.990000	0.000000
1.050000	0.000000
1.110000	0.000000
1.170000	0.000000
