# bins	 distribution
0.625000	0.000000
1.875000	0.000000
3.125000	0.085383
4.375000	0.215932
5.625000	0.179428
6.875000	0.120650
8.125000	0.070534
9.375000	0.050735
10.625000	0.036504
11.875000	0.022274
13.125000	0.009281
14.375000	0.004950
15.625000	0.001237
16.875000	0.003094
18.125000	0.000000
19.375000	0.000000
20.625000	0.000000
21.875000	0.000000
23.125000	0.000000
24.375000	0.000000
