# bins	 distribution
0.625000	0.000000
1.875000	0.000000
3.125000	0.000000
4.375000	0.000000
5.625000	0.000000
6.875000	0.000000
8.125000	0.000000
9.375000	0.000000
10.625000	0.000000
11.875000	0.000000
13.125000	0.266667
14.375000	0.000000
15.625000	0.266667
16.875000	0.000000
18.125000	0.000000
19.375000	0.000000
20.625000	0.266667
21.875000	0.000000
23.125000	0.000000
24.375000	0.000000
