# bins	 distribution
0.625000	0.000000
1.875000	0.000000
3.125000	0.008511
4.375000	0.015319
5.625000	0.035745
6.875000	0.052766
8.125000	0.131064
9.375000	0.136170
10.625000	0.122553
11.875000	0.093617
13.125000	0.097021
14.375000	0.039149
15.625000	0.022128
16.875000	0.027234
18.125000	0.015319
19.375000	0.001702
20.625000	0.001702
21.875000	0.000000
23.125000	0.000000
24.375000	0.000000
