# bins	 distribution
0.030000	0.000000
0.090000	0.000000
0.150000	0.000000
0.210000	0.000000
0.270000	0.000000
0.330000	0.000000
0.390000	0.000000
0.450000	0.000000
0.510000	0.000000
0.570000	0.000000
0.630000	0.000000
0.690000	0.000000
0.750000	0.000000
0.810000	0.248227
0.870000	7.304965
0.930000	8.794326
0.990000	0.248227
1.050000	0.070922
1.110000	0.000000
1.170000	0.000000
